Sewer Level,
8/20/2017 12:50,531.21709
8/20/2017 13:05,530.93747
8/20/2017 13:20,530.72356
8/20/2017 13:35,530.58033
8/20/2017 13:50,530.51171
8/20/2017 14:05,530.52039
8/20/2017 14:20,530.60774
8/20/2017 14:35,530.77366
8/20/2017 14:50,531.01643
8/20/2017 15:05,531.3326
8/20/2017 15:20,531.71682
8/20/2017 15:35,532.16172
8/20/2017 15:50,532.65775
8/20/2017 16:05,533.19304
8/20/2017 16:20,533.75327
8/20/2017 16:35,534.32254
8/20/2017 16:50,534.90024
8/20/2017 17:05,535.49699
8/20/2017 17:20,536.11967
8/20/2017 17:35,536.77148
8/20/2017 17:50,537.45244
8/20/2017 18:05,538.15989
8/20/2017 18:20,538.8889
8/20/2017 18:35,539.63274
8/20/2017 18:50,540.38327
8/20/2017 19:05,541.13132
8/20/2017 19:20,541.86703
8/20/2017 19:35,542.58018
8/20/2017 19:50,543.26047
8/20/2017 20:05,543.89784
8/20/2017 20:20,544.48264
8/20/2017 20:35,545.00593
8/20/2017 20:50,545.4596
8/20/2017 21:05,545.83658
8/20/2017 21:20,546.13096
8/20/2017 21:35,546.33813
8/20/2017 21:50,546.45482
8/20/2017 22:05,546.4792
8/20/2017 22:20,546.41089
8/20/2017 22:35,546.25099
8/20/2017 22:50,546.00204
8/20/2017 23:05,545.668
8/20/2017 23:20,545.25416
8/20/2017 23:35,544.76702
8/20/2017 23:50,544.21423
8/21/2017 0:05,543.60439
8/21/2017 0:20,542.94688
8/21/2017 0:35,542.25166
8/21/2017 0:50,541.52908
8/21/2017 1:05,540.78954
8/21/2017 1:20,540.04329
8/21/2017 1:35,539.30009
8/21/2017 1:50,538.56888
8/21/2017 2:05,537.85739
8/21/2017 2:20,537.17181
8/21/2017 2:35,536.51633
8/21/2017 2:50,535.89273
8/21/2017 3:05,535.2999
8/21/2017 3:20,534.73333
8/21/2017 3:35,534.18464
8/21/2017 3:50,533.64225
8/21/2017 4:05,533.10553
8/21/2017 4:20,532.58227
8/21/2017 4:35,532.07989
8/21/2017 4:50,531.60519
8/21/2017 5:05,531.16431
8/21/2017 5:20,530.7627
8/21/2017 5:35,530.40511
8/21/2017 5:50,530.09551
8/21/2017 6:05,529.83713
8/21/2017 6:20,529.63243
8/21/2017 6:35,529.48306
8/21/2017 6:50,529.38992
8/21/2017 7:05,529.35308
8/21/2017 7:20,529.37191
8/21/2017 7:35,529.44496
8/21/2017 7:50,529.57012
8/21/2017 8:05,529.74452
8/21/2017 8:20,529.96468
8/21/2017 8:35,530.22646
8/21/2017 8:50,530.52519
8/21/2017 9:05,530.85564
8/21/2017 9:20,531.21214
8/21/2017 9:35,531.58863
8/21/2017 9:44,531.97872
8/21/2017 9:44,532.37578
8/21/2017 9:44,532.77302
8/21/2017 9:59,533.16358
8/21/2017 10:12,533.54062
8/21/2017 10:12,533.89744
8/21/2017 10:12,534.22756
8/21/2017 10:21,534.52486
8/21/2017 10:21,534.78369
8/21/2017 10:21,534.99899
8/21/2017 10:36,535.16643
8/21/2017 10:51,535.28255
8/21/2017 11:06,535.34488
8/21/2017 11:21,535.35214
8/21/2017 11:36,535.30435
8/21/2017 11:51,535.20301
8/21/2017 12:06,535.05126
8/21/2017 12:21,534.85407
8/21/2017 12:36,534.61842
8/21/2017 12:51,534.35346
8/21/2017 13:06,534.07072
8/21/2017 13:21,533.78187
8/21/2017 13:36,533.48052
8/21/2017 13:51,533.15374
8/21/2017 14:06,532.79257
8/21/2017 14:21,532.39163
8/21/2017 14:36,531.94873
8/21/2017 14:51,531.46438
8/21/2017 15:06,530.94143
8/21/2017 15:21,530.38464
8/21/2017 15:36,529.80039
8/21/2017 15:51,529.19629
8/21/2017 16:06,528.58084
8/21/2017 16:21,527.96322
8/21/2017 16:36,527.35293
8/21/2017 16:51,526.75959
8/21/2017 17:06,526.19269
8/21/2017 17:21,525.66137
8/21/2017 17:36,525.17427
8/21/2017 17:51,524.73932
8/21/2017 18:06,524.36365
8/21/2017 18:21,524.0534
8/21/2017 18:36,523.81369
8/21/2017 18:51,523.64848
8/21/2017 19:06,523.56058
8/21/2017 19:21,523.55155
8/21/2017 19:36,523.62171
8/21/2017 19:51,523.77019
8/21/2017 20:06,523.99489
8/21/2017 20:21,524.29257
8/21/2017 20:36,524.65895
8/21/2017 20:51,525.08875
8/21/2017 21:06,525.57584
8/21/2017 21:21,526.11337
8/21/2017 21:36,526.69394
8/21/2017 21:51,527.30977
8/21/2017 22:06,527.95293
8/21/2017 22:21,528.61551
8/21/2017 22:36,529.28995
8/21/2017 22:51,529.96922
8/21/2017 23:06,530.64718
8/21/2017 23:21,531.31887
8/21/2017 23:36,531.98083
8/21/2017 23:51,532.63147
8/22/2017 0:06,533.27146
8/22/2017 0:21,533.90411
8/22/2017 0:36,534.53498
8/22/2017 0:51,535.16657
8/22/2017 1:06,535.79825
8/22/2017 1:21,536.42787
8/22/2017 1:36,537.05202
8/22/2017 1:51,537.66631
8/22/2017 2:06,538.26559
8/22/2017 2:21,538.84422
8/22/2017 2:36,539.39626
8/22/2017 2:51,539.91567
8/22/2017 3:06,540.39647
8/22/2017 3:21,540.83295
8/22/2017 3:36,541.21979
8/22/2017 3:51,541.5522
8/22/2017 4:06,541.82603
8/22/2017 4:21,542.03785
8/22/2017 4:36,542.1851
8/22/2017 4:51,542.26606
8/22/2017 5:06,542.27998
8/22/2017 5:21,542.22709
8/22/2017 5:36,542.10859
8/22/2017 5:51,541.92668
8/22/2017 6:06,541.68455
8/22/2017 6:21,541.3863
8/22/2017 6:36,541.03695
8/22/2017 6:51,540.64236
8/22/2017 7:06,540.20912
8/22/2017 7:21,539.74447
8/22/2017 7:36,539.2562
8/22/2017 7:51,538.7525
8/22/2017 8:06,538.24182
8/22/2017 8:21,537.7327
8/22/2017 8:36,537.2336
8/22/2017 8:51,536.75272
8/22/2017 9:06,536.29772
8/22/2017 9:21,535.8756
8/22/2017 9:36,535.49233
8/22/2017 9:51,535.15271
8/22/2017 10:06,534.85998
8/22/2017 10:21,534.61561
8/22/2017 10:36,534.41895
8/22/2017 10:51,534.26692
8/22/2017 11:06,534.15362
8/22/2017 11:21,534.07005
8/22/2017 11:36,534.00365
8/22/2017 11:51,533.94306
8/22/2017 12:06,533.8971
8/22/2017 12:21,533.87831
8/22/2017 12:36,533.89611
8/22/2017 12:51,533.95713
8/22/2017 13:06,534.06549
8/22/2017 13:21,534.22306
8/22/2017 13:35,534.42978
8/22/2017 13:35,534.68389
8/22/2017 13:47,534.98216
8/22/2017 13:47,535.32015
8/22/2017 14:02,535.69241
8/22/2017 14:17,536.09269
8/22/2017 14:32,536.51416
8/22/2017 14:35,536.94956
8/22/2017 14:35,537.39138
8/22/2017 14:50,537.83203
8/22/2017 15:05,538.26397
8/22/2017 15:20,538.67984
8/22/2017 15:35,539.0726
8/22/2017 15:50,539.43563
8/22/2017 16:05,539.76282
8/22/2017 16:20,540.04863
8/22/2017 16:35,540.28823
8/22/2017 16:50,540.47747
8/22/2017 17:05,540.61299
8/22/2017 17:20,540.69222
8/22/2017 17:35,540.71344
8/22/2017 17:50,540.67572
8/22/2017 18:05,540.57898
8/22/2017 18:20,540.42394
8/22/2017 18:35,540.21211
8/22/2017 18:50,539.94573
8/22/2017 19:05,539.62771
8/22/2017 19:20,539.26159
8/22/2017 19:35,538.85146
8/22/2017 19:50,538.40184
8/22/2017 20:05,537.91758
8/22/2017 20:20,537.40378
8/22/2017 20:35,536.86562
8/22/2017 20:50,536.30825
8/22/2017 21:05,535.7366
8/22/2017 21:20,535.15524
8/22/2017 21:35,534.5682
8/22/2017 21:50,533.97879
8/22/2017 22:05,533.39198
8/22/2017 22:20,532.8208
8/22/2017 22:35,532.27851
8/22/2017 22:50,531.77641
8/22/2017 23:05,531.32403
8/22/2017 23:20,530.92913
8/22/2017 23:35,530.59779
8/22/2017 23:50,530.33454
8/23/2017 0:05,530.14242
8/23/2017 0:20,530.02305
8/23/2017 0:35,529.97675
8/23/2017 0:50,530.00257
8/23/2017 1:05,530.09848
8/23/2017 1:20,530.26134
8/23/2017 1:35,530.4871
8/23/2017 1:50,530.77079
8/23/2017 2:05,531.10671
8/23/2017 2:20,531.48847
8/23/2017 2:35,531.90906
8/23/2017 2:50,532.36103
8/23/2017 3:05,532.8365
8/23/2017 3:20,533.3273
8/23/2017 3:35,533.82509
8/23/2017 3:50,534.32139
8/23/2017 4:05,534.80777
8/23/2017 4:20,535.27587
8/23/2017 4:35,535.71755
8/23/2017 4:50,536.12499
8/23/2017 5:05,536.49079
8/23/2017 5:20,536.80805
8/23/2017 5:35,537.07052
8/23/2017 5:50,537.27268
8/23/2017 6:05,537.40987
8/23/2017 6:20,537.47836
8/23/2017 6:35,537.4755
8/23/2017 6:50,537.39982
8/23/2017 7:05,537.25115
8/23/2017 7:20,537.0307
8/23/2017 7:35,536.74121
8/23/2017 7:50,536.38706
8/23/2017 8:05,535.97438
8/23/2017 8:20,535.51117
8/23/2017 8:35,535.00739
8/23/2017 8:50,534.47515
8/23/2017 9:05,533.92873
8/23/2017 9:20,533.37647
8/23/2017 9:35,532.80749
8/23/2017 9:50,532.21173
8/23/2017 10:05,531.58337
8/23/2017 10:18,530.92028
8/23/2017 10:18,530.22351
8/23/2017 10:18,529.49675
8/23/2017 10:19,528.74591
8/23/2017 10:19,527.97869
8/23/2017 10:19,527.20411
8/23/2017 10:34,526.43219
8/23/2017 10:49,525.67355
8/23/2017 11:04,524.93911
8/23/2017 11:19,524.23977
8/23/2017 11:34,523.58614
8/23/2017 11:49,522.98829
8/23/2017 12:04,522.45554
8/23/2017 12:19,521.99627
8/23/2017 12:34,521.61772
8/23/2017 12:49,521.32592
8/23/2017 13:04,521.1255
8/23/2017 13:19,521.01968
8/23/2017 13:34,521.01016
8/23/2017 13:49,521.09712
8/23/2017 14:04,521.27922
8/23/2017 14:19,521.55362
8/23/2017 14:34,521.91601
8/23/2017 14:49,522.36075
8/23/2017 15:04,522.88093
8/23/2017 15:19,523.46852
8/23/2017 15:34,524.11453
8/23/2017 15:49,524.80923
8/23/2017 16:04,525.54231
8/23/2017 16:19,526.30319
8/23/2017 16:34,527.08125
8/23/2017 16:49,527.86615
8/23/2017 17:04,528.64814
8/23/2017 17:19,529.41845
8/23/2017 17:34,530.16964
8/23/2017 17:49,530.89601
8/23/2017 18:04,531.59406
8/23/2017 18:19,532.26295
8/23/2017 18:34,532.90496
8/23/2017 18:49,533.52608
8/23/2017 19:04,534.13643
8/23/2017 19:19,534.74456
8/23/2017 19:34,535.34819
8/23/2017 19:49,535.94293
8/23/2017 20:04,536.52389
8/23/2017 20:19,537.08586
8/23/2017 20:34,537.62348
8/23/2017 20:49,538.13135
8/23/2017 21:04,538.6042
8/23/2017 21:19,539.03703
8/23/2017 21:34,539.42515
8/23/2017 21:49,539.76438
8/23/2017 22:04,540.05106
8/23/2017 22:19,540.28214
8/23/2017 22:34,540.45529
8/23/2017 22:49,540.5689
8/23/2017 23:04,540.62216
8/23/2017 23:19,540.61505
8/23/2017 23:34,540.54839
8/23/2017 23:49,540.42385
8/24/2017 0:04,540.2439
8/24/2017 0:19,540.01183
8/24/2017 0:34,539.7317
8/24/2017 0:49,539.40832
8/24/2017 1:04,539.04716
8/24/2017 1:19,538.65434
8/24/2017 1:34,538.23647
8/24/2017 1:49,537.80063
8/24/2017 2:04,537.35424
8/24/2017 2:19,536.90495
8/24/2017 2:34,536.46052
8/24/2017 2:49,536.02866
8/24/2017 3:04,535.61689
8/24/2017 3:19,535.23241
8/24/2017 3:34,534.88188
8/24/2017 3:49,534.57125
8/24/2017 4:04,534.30557
8/24/2017 4:19,534.08879
8/24/2017 4:34,533.92351
8/24/2017 4:49,533.81076
8/24/2017 5:04,533.74975
8/24/2017 5:19,533.73765
8/24/2017 5:34,533.76925
8/24/2017 5:49,533.83674
8/24/2017 6:04,533.92939
8/24/2017 6:19,534.03338
8/24/2017 6:34,534.14036
8/24/2017 6:49,534.25391
8/24/2017 7:04,534.37746
8/24/2017 7:19,534.51316
8/24/2017 7:34,534.6621
8/24/2017 7:49,534.82438
8/24/2017 8:04,534.9993
8/24/2017 8:19,535.18545
8/24/2017 8:34,535.38087
8/24/2017 8:49,535.58316
8/24/2017 9:04,535.78957
8/24/2017 9:19,535.9971
8/24/2017 9:34,536.20263
8/24/2017 9:49,536.40297
8/24/2017 10:04,536.59496
8/24/2017 10:19,536.77552
8/24/2017 10:34,536.94174
8/24/2017 10:49,537.09093
8/24/2017 11:04,537.22066
8/24/2017 11:19,537.32881
8/24/2017 11:34,537.41362
8/24/2017 11:49,537.47368
8/24/2017 12:04,537.508
8/24/2017 12:19,537.51597
8/24/2017 12:34,537.49743
8/24/2017 12:49,537.4526
8/24/2017 13:04,537.38213
8/24/2017 13:19,537.28703
8/24/2017 13:34,537.16871
8/24/2017 13:49,537.02889
8/24/2017 14:04,536.8696
8/24/2017 14:17,536.69311
8/24/2017 14:17,536.50192
8/24/2017 14:17,536.29863
8/24/2017 14:19,536.08594
8/24/2017 14:19,535.86654
8/24/2017 14:19,535.64304
8/24/2017 14:19,535.41787
8/24/2017 14:19,535.1932
8/24/2017 14:19,534.97083
8/24/2017 14:34,534.75206
8/24/2017 14:49,534.5376
8/24/2017 15:04,534.32744
8/24/2017 15:19,534.12069
8/24/2017 15:34,533.91555
8/24/2017 15:49,533.712
8/24/2017 16:04,533.51303
8/24/2017 16:19,533.32161
8/24/2017 16:34,533.14046
8/24/2017 16:49,532.972
8/24/2017 17:04,532.81839
8/24/2017 17:19,532.6815
8/24/2017 17:34,532.56288
8/24/2017 17:49,532.4638
8/24/2017 18:04,532.38521
8/24/2017 18:19,532.32774
8/24/2017 18:34,532.29175
8/24/2017 18:49,532.27727
8/24/2017 19:04,532.28403
8/24/2017 19:19,532.31149
8/24/2017 19:34,532.35883
8/24/2017 19:49,532.42495
8/24/2017 20:04,532.50851
8/24/2017 20:19,532.60794
8/24/2017 20:34,532.72144
8/24/2017 20:49,532.84703
8/24/2017 21:04,532.98253
8/24/2017 21:19,533.12565
8/24/2017 21:34,533.27395
8/24/2017 21:49,533.42492
8/24/2017 22:04,533.57597
8/24/2017 22:19,533.72451
8/24/2017 22:34,533.86793
8/24/2017 22:49,534.00368
8/24/2017 23:04,534.12932
8/24/2017 23:19,534.2425
8/24/2017 23:34,534.34108
8/24/2017 23:49,534.42311
8/25/2017 0:04,534.48692
8/25/2017 0:19,534.53118
8/25/2017 0:34,534.55491
8/25/2017 0:49,534.55755
8/25/2017 1:04,534.53904
8/25/2017 1:19,534.49987
8/25/2017 1:34,534.44111
8/25/2017 1:49,534.36452
8/25/2017 2:04,534.27258
8/25/2017 2:19,534.16858
8/25/2017 2:34,534.05667
8/25/2017 2:49,533.94185
8/25/2017 3:04,533.82724
8/25/2017 3:19,533.7137
8/25/2017 3:34,533.60209
8/25/2017 3:49,533.49333
8/25/2017 4:04,533.38844
8/25/2017 4:19,533.28841
8/25/2017 4:34,533.19428
8/25/2017 4:49,533.10701
8/25/2017 5:04,533.02754
8/25/2017 5:19,532.95674
8/25/2017 5:34,532.89536
8/25/2017 5:49,532.84406
8/25/2017 6:04,532.80339
8/25/2017 6:19,532.77376
8/25/2017 6:34,532.75541
8/25/2017 6:49,532.74847
8/25/2017 7:04,532.7529
8/25/2017 7:19,532.7685
8/25/2017 7:34,532.79492
8/25/2017 7:49,532.83164
8/25/2017 8:04,532.878
8/25/2017 8:19,532.9332
8/25/2017 8:34,532.99629
8/25/2017 8:49,533.06622
8/25/2017 9:03,533.14179
8/25/2017 9:03,533.22173
8/25/2017 9:03,533.30468
8/25/2017 9:04,533.38924
8/25/2017 9:04,533.47395
8/25/2017 9:04,533.55734
8/25/2017 9:07,533.63797
8/25/2017 9:07,533.71442
8/25/2017 9:07,533.78538
8/25/2017 9:12,533.8496
8/25/2017 9:12,533.90602
8/25/2017 9:12,533.95373
8/25/2017 9:15,533.99206
8/25/2017 9:15,534.02058
8/25/2017 9:16,534.0392
8/25/2017 9:28,534.04817
8/25/2017 9:28,534.04815
8/25/2017 9:28,534.04024
8/25/2017 9:41,534.02607
8/25/2017 9:41,534.00783
8/25/2017 9:41,533.98762
8/25/2017 9:48,533.95805
8/25/2017 9:48,533.90639
8/25/2017 9:48,533.82298
8/25/2017 10:03,533.70104
8/25/2017 10:18,533.53642
8/25/2017 10:19,533.32726
8/25/2017 10:19,533.07373
8/25/2017 10:19,532.7777
8/25/2017 10:22,532.44255
8/25/2017 10:22,532.07288
8/25/2017 10:22,531.67426
8/25/2017 10:24,531.25306
8/25/2017 10:24,530.81622
8/25/2017 10:24,530.37103
8/25/2017 10:32,529.925
8/25/2017 10:32,529.48567
8/25/2017 10:32,529.06045
8/25/2017 10:42,528.65652
8/25/2017 10:42,528.28066
8/25/2017 10:42,527.93918
8/25/2017 10:57,527.63779
8/25/2017 11:12,527.38157
8/25/2017 11:27,527.17485
8/25/2017 11:42,527.02117
8/25/2017 11:57,526.92328
8/25/2017 12:12,526.88306
8/25/2017 12:27,526.90152
8/25/2017 12:42,526.97885
8/25/2017 12:57,527.11437
8/25/2017 13:12,527.3066
8/25/2017 13:27,527.55329
8/25/2017 13:42,527.85148
8/25/2017 13:57,528.19758
8/25/2017 14:12,528.58745
8/25/2017 14:27,529.01648
8/25/2017 14:42,529.47974
8/25/2017 14:57,529.97207
8/25/2017 15:12,530.48825
8/25/2017 15:27,531.02314
8/25/2017 15:42,531.57185
8/25/2017 15:57,532.12993
8/25/2017 16:12,532.69355
8/25/2017 16:27,533.25972
8/25/2017 16:42,533.82654
8/25/2017 16:57,534.39339
8/25/2017 17:12,534.96061
8/25/2017 17:27,535.52758
8/25/2017 17:42,536.09236
8/25/2017 17:57,536.65189
8/25/2017 18:12,537.20227
8/25/2017 18:27,537.73891
8/25/2017 18:42,538.25681
8/25/2017 18:57,538.7507
8/25/2017 19:12,539.21522
8/25/2017 19:27,539.64509
8/25/2017 19:42,540.03525
8/25/2017 19:57,540.38099
8/25/2017 20:12,540.67807
8/25/2017 20:27,540.92283
8/25/2017 20:42,541.11226
8/25/2017 20:57,541.24408
8/25/2017 21:12,541.3168
8/25/2017 21:27,541.32977
8/25/2017 21:42,541.28318
8/25/2017 21:57,541.17814
8/25/2017 22:12,541.01661
8/25/2017 22:27,540.80142
8/25/2017 22:42,540.53624
8/25/2017 22:57,540.22554
8/25/2017 23:12,539.87453
8/25/2017 23:27,539.48909
8/25/2017 23:42,539.07565
8/25/2017 23:57,538.64116
8/26/2017 0:12,538.19293
8/26/2017 0:27,537.73848
8/26/2017 0:42,537.28544
8/26/2017 0:57,536.8414
8/26/2017 1:12,536.41366
8/26/2017 1:27,536.00915
8/26/2017 1:42,535.63413
8/26/2017 1:57,535.29404
8/26/2017 2:12,534.99324
8/26/2017 2:27,534.73478
8/26/2017 2:42,534.52013
8/26/2017 2:57,534.34891
8/26/2017 3:12,534.2186
8/26/2017 3:27,534.12423
8/26/2017 3:42,534.05809
8/26/2017 3:57,534.00937
8/26/2017 4:12,533.96433
8/26/2017 4:27,533.91086
8/26/2017 4:42,533.84026
8/26/2017 4:57,533.74618
8/26/2017 5:12,533.62435
8/26/2017 5:27,533.47235
8/26/2017 5:42,533.28938
8/26/2017 5:57,533.07608
8/26/2017 6:12,532.83428
8/26/2017 6:27,532.56683
8/26/2017 6:42,532.27742
8/26/2017 6:57,531.9704
8/26/2017 7:12,531.65063
8/26/2017 7:27,531.3233
8/26/2017 7:42,530.99385
8/26/2017 7:57,530.66775
8/26/2017 8:12,530.35049
8/26/2017 8:27,530.04737
8/26/2017 8:42,529.76347
8/26/2017 8:57,529.50355
8/26/2017 9:12,529.27193
8/26/2017 9:27,529.0725
8/26/2017 9:42,528.90861
8/26/2017 9:57,528.78302
8/26/2017 10:12,528.69791
8/26/2017 10:27,528.65484
8/26/2017 10:42,528.65471
8/26/2017 10:57,528.69779
8/26/2017 11:12,528.78371
8/26/2017 11:27,528.9115
8/26/2017 11:42,529.0796
